"Frequency / Hz","Vm1:Measured voltage","Vm1:Measured voltage"
10,19.650161416816626,-0.85423289714078854
20,19.674675317226573,-0.12388142287829369
30,19.668383508169132,-0.55343993894770571
40,19.658985847749342,-0.34051444306374512
50,19.70818838105113,-0.6340723188986791
60,19.591692642014692,-1.3994684727827118
70,19.737052458953372,-1.056441641568991
80,19.600971009170053,-1.1848191847403351
90,19.729670941056362,-0.92208061733514557
100,19.604011400100791,-1.2416239951265096
110,19.660980510322577,-1.5785578031673833
111.09999999999999,19.786801655429763,-2.1579649496519173
121.19999999999999,19.699543069242591,-2.5037177670942459
131.29999999999998,19.77365817579695,-2.2890051918634255
141.40000000000001,19.717016188493595,-2.3565988721951538
151.5,19.685409131133476,-2.6808022291788745
161.59999999999999,19.651136466046541,-2.6217940977141017
171.69999999999999,19.609980835759618,-2.7712565251902297
181.79999999999998,19.719866558267448,-2.0577909885004493
191.90000000000001,19.736982923445275,-2.6789735578704303
202,19.672575732252472,-2.834110202669287
212.09999999999999,19.700510989806244,-3.0576717934408042
222.19999999999999,19.769276932115126,-3.2540956607593658
232.29999999999998,19.804874525961047,-2.6238260142423053
242.39999999999998,19.802051230774264,-3.2547459544107942
252.5,19.871155494687038,-3.769131370373533
262.59999999999997,19.828766851664771,-4.179818790757702
272.69999999999999,19.788992468426187,-4.5004050952990688
282.80000000000001,19.823892847624094,-4.1866920893934285
292.89999999999998,19.794753213880117,-4.345611218828263
303,19.88825108529409,-4.1854500489161426
313.09999999999997,19.899398422499324,-4.6803506865396765
323.19999999999999,19.872660894778868,-4.3510906339789903
333.30000000000001,19.889119862660756,-4.7858464154801492
343.39999999999998,20.028334369678372,-4.5762588893971685
353.5,19.991832082042595,-5.265739478587073
363.59999999999997,19.985193421444151,-5.2532948011029985
373.69999999999999,19.950509967912705,-5.549394231341676
383.80000000000001,20.04702845929128,-5.3157847975132464
393.89999999999998,20.083124546989794,-5.5303155377555626
404,19.974829195354335,-6.2189293308315499
414.09999999999997,20.017941729492122,-5.4847090476485176
424.19999999999999,20.098987620929151,-6.4837881070307306
434.30000000000001,20.138915001323205,-6.5639429364431336
444.39999999999998,20.136613847537369,-6.7175230900403058
454.5,20.085212773168116,-6.7657480489154818
464.59999999999997,20.127291023956747,-6.2558774485534405
474.69999999999999,20.22548053070221,-7.857099687967354
484.79999999999995,20.154337862394001,-6.8212629482036817
494.89999999999998,20.205783440738418,-7.7897202220961939
505,20.234977126025289,-7.5982840293067939
515.10000000000002,20.272336361900464,-7.6547072796790721
525.19999999999993,20.340954696426643,-7.9278882470175684
535.29999999999995,20.283129748091117,-8.245590581243663
545.39999999999998,20.262647982991954,-8.607200632424739
555.5,20.403737293617638,-8.7045220718729883
565.60000000000002,20.389186523934995,-8.7405498122450176
575.69999999999993,20.40100676879927,-8.346956229729841
585.79999999999995,20.442846215611649,-9.3284961056414772
595.89999999999998,20.447587904592663,-9.5315325895412109
606,20.544476870289916,-9.5827063550922276
616.10000000000002,20.520684265041748,-9.8676754245230782
626.19999999999993,20.509898464246742,-9.9929683677617565
636.29999999999995,20.721988669595632,-9.9640478430290269
646.39999999999998,20.647795827007506,-10.058003364561188
656.5,20.670200639888208,-10.762278560498142
666.60000000000002,20.709644851611152,-9.9504830837409148
676.69999999999993,20.759152058486489,-11.437018019455396
686.79999999999995,20.766407392406379,-10.609039196928387
696.89999999999998,20.821810033731296,-11.603078315335402
707,20.82105291677772,-10.952636295451271
717.10000000000002,20.841709860283476,-11.782731874677943
727.19999999999993,20.904055283880631,-12.013386504303105
737.29999999999995,20.927662666132498,-12.690778266902628
747.39999999999998,20.987839258116697,-12.24585331165342
757.5,20.930205389991272,-12.898483924610549
767.60000000000002,20.991478970352357,-13.67088855659466
777.69999999999993,21.105713004444986,-12.946119944437887
787.79999999999995,20.970150165918792,-13.304555836204822
797.89999999999998,21.145572444929748,-14.430274496295443
808,21.235158899797817,-13.892666998700179
818.10000000000002,21.155734257989849,-14.37081157668241
828.19999999999993,21.199592145965298,-14.248656906819448
838.29999999999995,21.267423354218579,-14.432041079147467
848.39999999999998,21.328190816975678,-14.87314451397423
858.5,21.32667289436402,-15.282267096457106
868.60000000000002,21.442719967785138,-15.758611333447158
878.69999999999993,21.456951130249756,-16.175463067534171
888.79999999999995,21.504368116406564,-15.674098828034785
898.89999999999998,21.51545407085289,-16.287301144228675
909,21.53283560297519,-16.549629855762987
919.10000000000002,21.711089181177563,-17.292941971641859
929.19999999999993,21.77506693791992,-17.166326349968966
939.29999999999995,21.72539663221135,-16.808238542271109
949.39999999999998,21.615592722129719,-17.924828771150338
959.5,21.793315129736108,-18.227640600550316
969.59999999999991,21.878615652830117,-18.617317128205919
979.69999999999993,21.97579514593567,-18.568681898645359
989.79999999999995,22.001432530864591,-19.543034009866691
999.89999999999998,22.0680990452705,-19.477175652846412
1010,21.995288901853449,-19.514599737787769
1020.0999999999999,22.190861166846876,-19.709895390760984
1112.0999999999999,22.125052519985879,-26.208765327204343
1213.1999999999998,22.319223789755405,-33.43799875583489
1314.3,22.905622061899791,-40.630061564986079
1415.3999999999999,23.039888878331954,-47.786808434620362
1516.5,23.234561448239855,-56.684230473450505
1617.5999999999999,23.401265031557351,-68.095645901515155
1718.6999999999998,23.307403566927082,-76.260989869258466
1819.8,23.056785893672181,-86.689390060169458
1920.8999999999999,22.271573509490374,-96.066798942243153
2022,21.796181841014011,-104.47792966876557
2123.0999999999999,21.232946834726146,-109.34166019322758
2224.1999999999998,20.441717014033198,-117.44452297750568
2325.2999999999997,19.725540592987606,-123.38820830055691
2426.3999999999996,18.72404482843945,-126.67967817103123
2527.5,17.709220977463321,-130.07876425902916
2628.5999999999999,17.067784313186067,-127.97383269792364
2729.6999999999998,16.745499439480362,-130.25901975409883
2830.7999999999997,16.601414539231648,-135.08938465906786
2931.8999999999996,16.209726490520584,-145.761940579731
3033,14.924228304090143,-151.50468358898479
3134.0999999999999,12.823250098023047,-153.60293285874781
3235.1999999999998,11.478624412690134,-144.84906235680029
3336.2999999999997,11.937061464471164,-141.10167744923822
3437.3999999999996,12.557073091696328,-147.76601273117973
3538.5,11.556561561128682,-156.94938839797283
3639.5999999999999,9.438908831451954,-158.99300765339848
3740.6999999999998,8.3218814386114257,-148.94013754459368
3841.7999999999997,8.7984478516134565,-144.84558393315891
3942.8999999999996,9.1241707779871657,-148.31589494464592
4044,8.5861895191047495,-155.98286426856484
4145.0999999999995,7.1953314367847696,-159.64543411040393
4246.1999999999998,5.4337778902363798,-156.71225678393299
4347.3000000000002,6.3204973058224319,-144.31321052376492
4448.3999999999996,7.4565381421078154,-153.71133049899791
4549.5,5.5620741167940411,-165.38999499387558
4650.5999999999995,3.3090282144932583,-148.60594397651596
4751.6999999999998,5.6109691256996399,-147.83929578831263
4852.7999999999993,5.0212256029450799,-161.00146015358447
4953.8999999999996,2.5899873151544748,-154.55476509054233
5055,3.9587761583145986,-151.79367410798605
5156.0999999999995,3.06510058856691,-157.55227529625466
5257.1999999999998,2.3058179048420206,-152.99373590973255
5358.2999999999993,2.6756306079711614,-155.32376295991389
5459.3999999999996,1.5489571238735058,-154.99569441814148
5560.5,1.7902449206688107,-152.79117204230124
5661.5999999999995,1.6785885937872047,-156.46668748194668
5762.6999999999998,0.53779040383103049,-154.68180888136004
5863.7999999999993,1.0312321823470951,-150.84043691459482
5964.8999999999996,0.55927789408763107,-161.61358117849036
6066,-0.87100146298869263,-148.78293592227865
6167.0999999999995,0.80665418351638007,-159.04133487811671
6268.1999999999998,-2.4459203263155254,-155.20331387693804
6369.2999999999993,0.50231748680169863,-152.78005366659733
6470.3999999999996,-2.3968331426655625,-160.43744921135925
6571.5,-0.54923468469678827,-150.57324038716189
6672.5999999999995,-2.2636919251964711,-160.75849758641692
6773.6999999999998,-1.3725640873113363,-149.43867565720026
6874.7999999999993,-2.4555489074834762,-158.28373887718604
6975.8999999999996,-2.1131460624374405,-151.60843853460304
7077,-2.790591389589387,-157.61931163290052
7178.0999999999995,-3.03169103187758,-150.44623893370448
7279.1999999999998,-3.2593917244964565,-155.90812144146568
7380.2999999999993,-3.3587962725740002,-152.92708969812449
7481.3999999999996,-3.9811869805231397,-154.62721294373785
7582.5,-3.8706701977605089,-154.88111488847045
7683.5999999999995,-4.1002407674498516,-152.43645127142224
7784.6999999999998,-4.7512873457993221,-156.85805343114424
7885.7999999999993,-4.1733140846534083,-153.33049691065733
7986.8999999999996,-5.4654022359338477,-150.55938060049277
8088,-4.7382754956282351,-159.37438546861168
8189.0999999999995,-4.7726182798863288,-149.06322141727171
8290.1999999999989,-6.6017971145978933,-153.21303038045477
8391.2999999999993,-4.8557076448365839,-156.27009086187837
8492.3999999999996,-5.8157846791364634,-146.57151164650776
8593.5,-7.0025506596467055,-157.48495710386445
8694.6000000000004,-5.5227860746125677,-154.57673086196681
8795.6999999999989,-6.7354234454845994,-146.75027217391539
8896.7999999999993,-7.2510818724151695,-153.41630523156743
8997.8999999999996,-6.2055513892949765,-154.06819954729085
9099,-6.8362227298005411,-147.69001498832247
9200.1000000000004,-7.7978991064229959,-152.81867331593941
9301.1999999999989,-7.0414229179440859,-153.62960052256622
9402.2999999999993,-7.3190181540275576,-150.24665931524274
9503.3999999999996,-7.8809897980540029,-148.69908680505549
9604.5,-8.4351217118221999,-152.75244034262494
9705.5999999999985,-8.2049419859798629,-151.68234448462903
9806.6999999999989,-8.264033588565546,-152.28757865763498
9907.7999999999993,-8.1325906494470654,-152.07615997902809
10008.9,-8.376038982299697,-149.64144902388296
10110,-8.6298316044529386,-145.65298995989386
10211.099999999999,-9.5083205044862407,-147.80894016736772
11122.1,-11.468582259216479,-151.13003180922362
12133.200000000001,-11.229257246727226,-149.0011407987661
13144.300000000001,-12.562467740809392,-135.29005540598607
14155.4,-14.752111590893204,-154.99550098848775
15166.5,-13.948141031132081,-137.46094667946031
16177.6,-16.777068516826649,-130.32981711255798
17188.700000000001,-16.592312413199618,-144.5556643543683
18199.799999999999,-17.891316313267694,-136.14290752828902
19210.900000000001,-18.265806092016781,-145.1847017830373
20222,-17.874946421042974,-131.50320681583437
21233.100000000002,-19.492306079074684,-128.66971340596035
22244.200000000001,-20.802157475112701,-134.63835198312142
23255.299999999999,-21.186711623500504,-128.56111290974101
24266.400000000001,-22.221858603322634,-137.69931893652176
25277.5,-20.609320740453796,-136.85323720680825
26288.600000000002,-22.567822554752425,-122.19051416269996
27299.700000000001,-23.039010702557441,-130.03970966918718
28310.799999999999,-22.622039522558332,-125.69820224423202
29321.900000000001,-24.059493543088266,-119.16943695484129
30333,-25.28630908571602,-120.66971175489715
31344.100000000002,-24.227834750692509,-128.14370003796571
32355.200000000001,-25.509665874033924,-111.27661625743981
33366.300000000003,-26.912201257370619,-117.16970570480318
34377.400000000001,-25.856214307751912,-119.38767802140099
35388.5,-26.291534215946569,-113.95031194549858
36399.599999999999,-27.264559126483423,-122.7474552641565
37410.700000000004,-26.429278108173083,-114.72321435050769
38421.800000000003,-26.634022951033749,-115.3537274978457
39432.900000000001,-27.796498310453892,-115.94386971941968
40444,-27.483380538680269,-123.04049270748581
41455.099999999999,-27.691159946159118,-123.24378363863852
42466.200000000004,-28.529837634930878,-120.50771079346187
43477.300000000003,-29.870276912916857,-132.00913104310067
44488.400000000001,-28.818102454957323,-118.23628005587118
45499.5,-28.631801390790699,-107.14607040160141
46510.599999999999,-29.639796514947015,-113.60317009118585
47521.700000000004,-28.977388694450411,-123.76971634765491
48532.800000000003,-28.908642643463715,-117.40170679963704
49543.900000000001,-31.112122296905067,-113.35113642304476
50555,-30.266491557702466,-111.11106021325504
51566.099999999999,-29.346671117259472,-118.31990298273539
52577.200000000004,-29.885368242189742,-115.74161239026817
53588.300000000003,-31.449071175806111,-106.39891559291398
54599.400000000001,-30.190105021314153,-107.99837134056035
55610.5,-31.463431153732135,-115.63068715679464
56621.599999999999,-31.798029503682432,-114.70490998580331
57632.700000000004,-30.091304554106753,-110.00739245135026
58643.800000000003,-32.340316012803363,-111.94159882371405
59654.900000000001,-33.146083146117235,-105.1746048196635
60666,-31.82332480326949,-112.10679973885578
61677.099999999999,-32.453579725093363,-109.8411608345581
62688.200000000004,-30.748970983569762,-104.42712302302813
63699.300000000003,-32.150220494195608,-111.52857220370807
64710.400000000001,-32.618320003145087,-104.35094471841772
65721.5,-33.114683267269115,-115.61282566591784
66732.600000000006,-32.11523255323619,-106.23020158055806
67743.699999999997,-32.461701711318625,-121.01976573860679
68754.800000000003,-32.83161677301203,-105.09499384626828
69765.900000000009,-32.707693026800818,-114.41491742431779
70777,-33.090297652787079,-98.047875958996741
71788.100000000006,-35.027111880808199,-107.83154073038264
72799.199999999997,-33.769179731314111,-114.72941184213624
73810.300000000003,-34.401583172700249,-114.96457249238051
74821.400000000009,-32.750508187428515,-115.1143298163658
75832.5,-32.545896798059282,-100.13739042764638
76843.600000000006,-34.482650839458479,-106.54481532299077
77854.699999999997,-33.765233568144517,-104.77995344032389
78865.800000000003,-35.562716417251636,-101.19332383819619
79876.900000000009,-35.189426217584248,-109.91175368511463
80888,-34.08403159854219,-107.98655430397241
81899.100000000006,-35.371185249216019,-107.49905328928574
82910.199999999997,-36.313570560238361,-107.9122344927715
83921.300000000003,-34.922270004831546,-117.12851390999917
84932.400000000009,-34.271450859182224,-110.92181434347951
85943.5,-34.397301663539238,-102.4856502941209
86954.600000000006,-35.469189338645982,-105.55611613349241
87965.699999999997,-34.968264743289296,-113.6448318864077
88976.800000000003,-33.722319914213074,-101.16020613496322
89987.900000000009,-34.229796333439069,-100.04022397474441
90999,-35.87530468730251,-91.573743343783121
92010.100000000006,-36.639285474399294,-91.470345288712224
93021.199999999997,-36.458349559934391,-94.660336222929146
94032.300000000003,-37.218489273884764,-100.30870462610112
95043.400000000009,-36.146596256111529,-96.913176205905927
96054.5,-36.380010946571623,-89.121545394006887
97065.600000000006,-35.960363299935992,-78.609255150310872
98076.699999999997,-35.672515261896514,-119.25307150409536
99087.800000000003,-34.053948009993348,-117.12010245163954
100098.90000000001,-30.375888552210419,-230.81570530670251
101110,-35.80708899013063,-142.32948735639107
102121.10000000001,-35.715107223170868,-138.38443074007404
